NOME,ANO,PONTO_VIRADA,FASE,TURMA,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,IDADE
ALUNO-851,2020,0,0,H,Ametista,7.65,9.5,10.0,7.5,9.0,2.5,7.0,5.0,9.0
ALUNO-855,2020,0,2,L,Ametista,7.36,9.0,7.6,7.5,8.0,7.08,6.89,5.0,13.0
ALUNO-858,2020,1,1,A,Topázio,8.59,9.0,9.7,6.88,9.5,8.12,9.25,5.0,10.0
ALUNO-860,2020,1,3,C,Ametista,8.45,8.33,10.0,7.5,8.67,8.54,8.89,5.0,14.0
ALUNO-861,2020,0,3,J,Ametista,8.08,9.58,8.8,7.5,8.67,8.12,7.83,5.0,14.0
ALUNO-862,2020,0,1,J,Ametista,8.35,9.5,9.5,6.88,10.0,7.08,8.0,5.0,10.0
ALUNO-866,2020,0,1,A,Topázio,8.56,9.0,9.7,7.5,9.0,7.19,7.25,10.0,8.0
ALUNO-872,2020,0,2,N,Ágata,7.0,9.0,8.1,4.38,6.0,7.5,7.94,5.0,12.0
ALUNO-873,2020,0,1,K,Ametista,7.51,9.0,8.6,7.5,7.5,6.25,7.56,5.0,11.0
ALUNO-874,2020,0,4,L,Ametista,7.71,8.75,8.0,5.0,6.33,8.54,8.06,10.0,14.0
ALUNO-877,2020,0,2,M,Ametista,7.54,8.0,8.3,7.5,7.5,7.5,7.92,5.0,12.0
ALUNO-880,2020,0,2,F,Quartzo,4.81,7.42,5.8,5.0,0.5,6.88,5.61,5.0,14.0
ALUNO-886,2020,0,0,C,Topázio,8.72,10.0,10.0,7.5,8.5,7.5,7.58,10.0,7.0
ALUNO-888,2020,0,1,K,Ágata,6.59,8.5,7.9,7.5,0.0,7.92,8.11,10.0,8.0
ALUNO-889,2020,0,2,D,Ametista,7.63,9.0,8.7,7.5,7.0,8.44,7.5,5.0,12.0
ALUNO-890,2020,0,2,R,Ágata,6.87,9.0,7.9,6.88,5.5,6.67,7.17,5.0,12.0
ALUNO-892,2020,0,1,E,Ametista,7.7,9.5,9.4,7.5,6.5,7.29,7.94,5.0,11.0
ALUNO-894,2020,0,5,A,Topázio,8.8,10.0,9.4,8.12,8.0,8.96,8.06,10.0,14.0
ALUNO-898,2020,0,2,M,Ágata,7.11,6.92,7.9,4.38,7.5,8.12,7.92,5.0,13.0
ALUNO-899,2020,0,1,D,Ametista,7.81,8.0,9.5,7.5,7.5,8.12,7.75,5.0,10.0
ALUNO-902,2020,0,0,A,Ametista,7.72,9.0,10.0,7.5,8.0,2.5,6.08,10.0,8.0
ALUNO-903,2020,0,1,M,Topázio,8.89,9.0,9.2,7.5,10.0,8.12,7.92,10.0,8.0
ALUNO-904,2020,0,3,A,Ametista,7.94,9.58,8.5,7.5,7.0,7.97,6.67,10.0,13.0
ALUNO-906,2020,1,4,A,Topázio,8.93,10.0,10.0,10.0,7.67,9.17,9.89,5.0,16.0
ALUNO-907,2020,0,1,C,Ametista,8.12,9.5,8.8,7.5,7.0,7.92,7.33,10.0,9.0
ALUNO-908,2020,0,2,B,Ágata,7.16,7.42,7.7,6.88,7.5,6.88,7.5,5.0,13.0
ALUNO-909,2020,0,2,H,Ágata,6.24,9.5,6.3,7.5,2.0,7.81,8.0,5.0,12.0
ALUNO-910,2020,0,5,G,Quartzo,4.33,9.58,0.8,3.12,1.33,7.81,6.75,5.0,16.0
ALUNO-911,2020,0,3,A,Ágata,6.6,5.83,8.1,3.75,7.67,7.19,6.33,5.0,15.0
ALUNO-912,2020,0,4,A,Quartzo,4.75,9.17,1.0,7.5,2.67,8.12,5.17,5.0,15.0
ALUNO-916,2020,1,3,L,Topázio,8.51,7.92,8.7,7.5,7.0,8.59,9.83,10.0,13.0
ALUNO-917,2020,0,8,A,Ametista,8.89,8.33,10.0,7.5,8.9,0.0,0.0,10.0,18.0
ALUNO-919,2020,0,5,A,Ágata,7.13,8.75,6.0,7.5,5.33,7.5,7.44,10.0,15.0
ALUNO-920,2020,1,4,F,Ametista,7.59,7.08,9.4,4.38,7.0,7.97,9.33,5.0,15.0
ALUNO-922,2020,1,2,H,Ametista,7.29,8.5,8.7,4.38,4.5,5.94,8.83,10.0,10.0
ALUNO-923,2020,0,0,E,Ametista,7.4,9.0,10.0,5.0,9.0,2.5,4.75,10.0,8.0
ALUNO-926,2020,0,2,G,Ametista,7.65,9.5,9.5,5.0,8.5,6.88,7.06,5.0,12.0
ALUNO-927,2020,0,1,K,Topázio,8.54,8.5,8.0,7.5,10.0,7.71,7.83,10.0,9.0
ALUNO-928,2020,1,7,A,Ametista,8.3,8.75,8.1,7.5,6.83,8.44,9.21,10.0,17.0
ALUNO-929,2020,0,4,F,Quartzo,4.47,8.75,0.0,7.5,0.0,7.66,5.37,10.0,14.0
ALUNO-930,2020,1,4,A,Ametista,8.37,9.58,9.1,9.38,8.0,8.12,8.72,5.0,15.0
ALUNO-931,2020,0,0,F,Ametista,8.23,9.0,10.0,7.5,9.5,7.81,7.0,5.0,9.0
ALUNO-932,2020,0,2,D,Ametista,7.53,8.0,9.1,6.25,7.5,7.81,7.5,5.0,12.0
ALUNO-935,2020,0,0,G,Topázio,9.06,10.0,10.0,10.0,9.0,7.81,7.42,10.0,8.0
ALUNO-937,2020,0,1,H,Ametista,8.43,9.5,9.4,7.5,10.0,7.92,7.78,5.0,10.0
ALUNO-938,2020,0,3,F,Ametista,8.38,9.58,9.4,4.38,9.0,7.08,8.0,10.0,13.0
ALUNO-940,2020,0,0,D,Ametista,7.75,9.5,10.0,6.25,7.25,6.88,7.67,5.0,9.0
ALUNO-942,2020,0,3,F,Ametista,7.34,9.17,8.5,5.0,6.33,7.08,6.22,10.0,12.0
ALUNO-943,2020,0,1,A,Ametista,7.94,8.5,8.8,7.5,6.25,7.81,7.75,10.0,9.0
ALUNO-944,2020,0,3,H,Quartzo,5.51,9.58,2.6,6.88,4.33,8.33,5.72,5.0,14.0
ALUNO-948,2020,0,2,C,Ametista,7.36,8.5,8.9,7.5,6.0,7.92,7.44,5.0,13.0
ALUNO-950,2020,1,7,A,Ametista,8.16,9.17,9.6,7.5,4.83,7.5,9.29,10.0,17.0
ALUNO-951,2020,0,5,B,Ágata,7.08,7.92,8.8,7.5,6.0,7.08,6.83,5.0,16.0
ALUNO-953,2020,0,8,A,Ametista,8.42,9.58,10.0,7.5,7.4,0.0,0.0,10.0,18.0
ALUNO-957,2020,0,1,N,Ametista,7.67,7.42,9.2,7.5,7.5,7.29,8.06,5.0,10.0
ALUNO-958,2020,1,3,J,Ametista,8.43,9.17,9.5,8.12,8.0,8.75,9.11,5.0,15.0
ALUNO-961,2020,0,1,N,Topázio,8.66,9.5,9.4,4.38,10.0,7.92,8.0,10.0,9.0
ALUNO-962,2020,0,3,F,Quartzo,5.5,9.17,6.4,4.38,1.33,6.67,4.67,10.0,13.0
ALUNO-964,2020,0,1,F,Ametista,8.03,9.5,8.1,7.5,9.0,8.12,8.0,5.0,11.0
ALUNO-965,2020,0,2,P,Ágata,7.07,9.0,9.0,6.88,3.5,8.75,8.06,5.0,12.0
ALUNO-968,2020,0,3,J,Quartzo,5.58,5.83,7.3,6.25,3.67,7.29,6.0,2.5,16.0
ALUNO-970,2020,0,2,M,Ágata,7.18,9.5,6.9,7.5,7.0,6.88,7.58,5.0,13.0
ALUNO-973,2020,0,1,N,Ametista,8.12,9.5,6.2,7.5,10.0,6.88,7.44,10.0,9.0
ALUNO-983,2020,0,2,N,Ametista,7.79,9.0,9.9,3.75,5.5,8.12,8.11,10.0,10.0
ALUNO-984,2020,0,1,H,Quartzo,5.31,9.5,4.3,7.5,0.0,7.29,7.61,5.0,10.0
ALUNO-986,2020,0,4,F,Ágata,7.0,9.17,4.2,7.5,6.33,8.44,6.92,10.0,14.0
ALUNO-989,2020,0,2,P,Ametista,7.89,9.5,9.6,7.5,7.0,8.33,7.67,5.0,12.0
ALUNO-991,2020,0,2,N,Ágata,6.8,9.0,7.9,6.25,2.5,7.5,7.22,10.0,10.0
ALUNO-992,2020,0,0,F,Ametista,7.32,9.0,5.6,7.5,9.5,7.5,7.0,5.0,9.0
ALUNO-993,2020,0,5,F,Ametista,7.53,7.08,8.3,4.38,6.0,8.28,8.46,10.0,14.0
ALUNO-994,2020,0,2,F,Topázio,8.68,9.5,9.4,6.88,9.0,7.71,7.94,10.0,11.0
ALUNO-996,2020,0,2,G,Ametista,7.74,9.0,7.3,7.5,6.0,7.71,8.28,10.0,10.0
ALUNO-997,2020,0,1,A,Topázio,8.98,9.0,9.6,10.0,9.0,8.12,7.75,10.0,9.0
ALUNO-999,2020,0,3,G,Ágata,7.0,8.33,5.8,3.12,7.33,6.88,7.72,10.0,12.0
ALUNO-1002,2020,0,3,J,Ametista,8.11,9.17,9.4,7.5,8.33,8.12,7.94,5.0,14.0
ALUNO-1003,2020,0,3,C,Ametista,7.6,9.58,6.8,7.5,8.0,8.75,7.78,5.0,14.0
ALUNO-1004,2020,0,0,H,Ametista,7.68,9.0,10.0,6.25,9.0,2.5,5.5,10.0,8.0
ALUNO-1006,2020,0,1,H,Ametista,7.81,9.0,9.4,7.5,7.5,7.92,7.44,5.0,10.0
ALUNO-1007,2020,0,2,P,Ametista,7.53,9.5,8.3,7.5,4.0,8.33,7.67,10.0,11.0
ALUNO-1010,2020,0,1,B,Topázio,8.58,9.0,9.9,5.0,10.0,7.19,7.42,10.0,9.0
ALUNO-1012,2020,0,1,M,Topázio,8.77,8.0,9.1,7.5,10.0,8.12,7.92,10.0,8.0
ALUNO-1014,2020,0,1,N,Ágata,6.96,8.0,8.6,7.5,5.0,7.5,7.22,5.0,10.0
ALUNO-1015,2020,1,3,R,Ametista,8.05,9.17,7.2,7.5,6.67,8.12,9.0,10.0,12.0
ALUNO-1016,2020,0,2,E,Ametista,7.43,8.5,9.6,7.5,6.0,7.92,7.11,5.0,12.0
ALUNO-1017,2020,0,2,J,Ametista,8.47,9.0,8.8,7.5,8.5,7.08,8.28,10.0,11.0
ALUNO-1018,2020,0,5,L,Quartzo,5.0,8.33,4.9,7.5,0.0,8.54,5.39,5.0,17.0
ALUNO-1019,2020,0,5,A,Ágata,6.25,6.25,6.5,7.5,4.33,8.33,6.89,5.0,17.0
ALUNO-1020,2020,0,8,A,Quartzo,6.25,8.75,0.0,6.88,7.5,0.0,0.0,10.0,18.0
ALUNO-1021,2020,0,2,M,Ágata,6.78,9.0,7.8,6.88,4.5,7.19,7.58,5.0,12.0
ALUNO-1022,2020,0,0,F,Topázio,8.78,10.0,9.9,7.5,9.0,7.5,7.5,10.0,8.0
ALUNO-1024,2020,0,5,L,Quartzo,3.76,7.5,2.2,3.12,0.0,7.71,4.94,5.0,17.0
ALUNO-1027,2020,1,5,G,Ametista,8.07,8.75,9.0,4.38,6.33,8.91,9.0,10.0,15.0
ALUNO-1028,2020,0,2,C,Ametista,7.73,9.5,9.1,7.5,7.5,7.92,7.11,5.0,12.0
ALUNO-1029,2020,1,1,D,Ametista,8.35,9.5,8.7,7.5,9.0,8.12,9.0,5.0,10.0
ALUNO-1031,2020,1,0,B,Topázio,9.17,9.0,10.0,7.5,10.0,7.5,8.83,10.0,8.0
ALUNO-1034,2020,0,2,N,Ametista,7.75,8.0,8.5,7.5,5.5,8.12,7.94,10.0,11.0
ALUNO-1035,2020,0,1,C,Ametista,8.26,9.5,9.4,7.5,10.0,7.5,7.17,5.0,10.0
ALUNO-1036,2020,0,1,E,Quartzo,4.7,8.42,3.3,6.88,0.0,6.46,6.83,5.0,12.0
ALUNO-1041,2020,0,3,M,Ametista,7.79,8.75,5.4,7.5,8.67,7.97,7.79,10.0,12.0
ALUNO-1046,2020,1,3,R,Ametista,7.99,7.5,9.3,7.5,7.67,8.33,8.83,5.0,14.0
ALUNO-1047,2020,0,4,L,Quartzo,4.83,7.5,2.1,7.5,0.0,7.92,5.61,10.0,13.0
ALUNO-1051,2020,0,3,F,Ágata,6.25,9.17,2.8,7.5,3.67,7.5,7.72,10.0,12.0
ALUNO-1056,2020,0,3,L,Quartzo,4.34,7.5,3.7,4.38,2.67,6.09,5.08,2.5,16.0
ALUNO-1061,2020,0,2,C,Ametista,7.94,9.5,8.5,6.88,9.0,7.92,7.56,5.0,12.0
ALUNO-1067,2020,0,0,D,Ametista,8.31,8.5,10.0,7.5,9.5,8.12,7.5,5.0,9.0
ALUNO-1070,2020,0,0,E,Ametista,7.63,8.5,10.0,7.5,9.5,5.0,5.67,5.0,10.0
ALUNO-1072,2020,0,3,C,Ametista,8.19,8.75,8.3,7.5,7.33,8.75,7.83,10.0,12.0
ALUNO-1075,2020,0,4,A,Topázio,8.8,9.17,9.8,10.0,6.67,8.75,8.56,10.0,14.0
ALUNO-1077,2020,0,0,C,Ametista,8.25,9.5,10.0,7.5,7.5,6.88,6.83,10.0,8.0
ALUNO-1078,2020,0,1,J,Ametista,7.8,7.42,8.0,6.88,10.0,7.08,7.83,5.0,11.0
ALUNO-1079,2020,0,1,J,Ágata,6.6,9.0,6.7,7.5,4.25,7.29,7.67,5.0,10.0
ALUNO-1081,2020,0,5,G,Quartzo,5.25,8.33,6.7,3.12,4.0,6.09,4.29,5.0,16.0
ALUNO-1084,2020,0,0,D,Ametista,8.31,9.0,10.0,4.38,9.0,6.88,7.42,10.0,8.0
ALUNO-1085,2020,0,3,M,Ágata,6.21,9.17,5.5,7.5,3.33,7.97,7.38,5.0,14.0
ALUNO-1087,2020,0,2,L,Ametista,7.64,7.5,8.6,7.5,6.0,7.71,7.22,10.0,11.0
ALUNO-1088,2020,0,5,L,Ágata,6.12,8.75,4.8,7.5,2.67,8.54,8.22,5.0,17.0
ALUNO-1089,2020,1,0,B,Topázio,8.9,9.5,10.0,7.5,8.5,10.0,10.0,5.0,10.0
ALUNO-1090,2020,0,1,N,Ágata,6.61,7.0,4.6,7.5,8.0,7.08,7.17,5.0,10.0
ALUNO-1092,2020,0,6,A,Quartzo,5.31,0.0,4.9,7.5,2.0,7.97,6.92,10.0,16.0
ALUNO-1093,2020,0,5,B,Ametista,7.3,9.17,9.1,7.5,5.33,8.33,7.06,5.0,16.0
ALUNO-1094,2020,0,2,D,Ametista,8.04,9.0,9.3,7.5,8.5,7.81,7.75,5.0,13.0
ALUNO-1095,2020,0,0,B,Topázio,9.12,10.0,10.0,7.5,10.0,7.5,8.08,10.0,7.0
ALUNO-1097,2020,0,3,B,Ametista,7.82,9.58,7.4,7.5,6.67,7.97,7.5,10.0,12.0
ALUNO-1100,2020,0,8,A,Topázio,8.98,9.17,10.0,7.5,8.9,0.0,0.0,10.0,15.0
ALUNO-1103,2020,0,2,H,Ágata,6.39,7.92,8.9,4.38,3.5,4.69,8.58,5.0,13.0
ALUNO-1105,2020,0,1,D,Ametista,7.65,7.5,9.4,7.5,7.5,7.19,7.75,5.0,11.0
ALUNO-1106,2020,1,0,E,Ametista,7.73,9.0,9.9,4.38,9.5,2.5,8.83,5.0,10.0
ALUNO-1110,2020,0,1,A,Ametista,7.85,9.5,7.7,7.5,8.5,8.12,8.0,5.0,10.0
ALUNO-1112,2020,0,6,B,Ágata,6.81,7.92,5.8,6.25,4.5,7.5,7.92,10.0,16.0
ALUNO-1119,2020,0,1,A,Topázio,8.54,10.0,8.8,7.5,9.0,7.81,7.25,10.0,8.0
ALUNO-1123,2020,1,3,J,Ametista,8.27,8.33,8.7,6.88,8.33,9.17,9.61,5.0,15.0
ALUNO-1127,2020,1,2,B,Ametista,7.36,8.0,8.2,7.5,6.5,5.0,9.33,5.0,12.0
ALUNO-1128,2020,1,4,E,Ametista,8.23,9.17,5.5,10.0,6.67,9.38,9.71,10.0,14.0
ALUNO-1129,2020,0,2,F,Ametista,8.04,9.0,9.1,5.0,8.0,7.71,7.22,10.0,10.0
ALUNO-1130,2020,0,2,N,Topázio,8.79,9.5,9.7,6.88,9.0,8.33,7.89,10.0,11.0
ALUNO-1131,2020,0,3,B,Ágata,7.05,9.58,8.1,6.25,4.0,7.34,6.54,10.0,13.0
ALUNO-1132,2020,0,6,C,Ágata,7.13,7.5,8.0,6.25,6.17,7.81,8.21,5.0,17.0
ALUNO-1133,2020,0,6,A,Quartzo,5.43,0.0,4.5,6.25,5.83,7.81,7.29,5.0,17.0
ALUNO-1134,2020,0,3,A,Ágata,7.18,9.58,6.7,7.5,4.83,7.97,6.83,10.0,13.0
ALUNO-1136,2020,0,4,E,Ametista,7.74,9.58,7.2,5.0,7.67,7.81,7.63,10.0,14.0
ALUNO-1137,2020,0,8,A,Topázio,9.34,9.58,10.0,7.5,9.7,0.0,0.0,10.0,19.0
ALUNO-1139,2020,0,2,C,Ametista,7.49,6.92,8.9,7.5,7.5,7.71,7.5,5.0,12.0
ALUNO-1141,2020,0,2,D,Ágata,6.98,8.5,7.0,7.5,6.0,7.81,7.5,5.0,13.0
ALUNO-1142,2020,0,6,A,Quartzo,5.97,7.5,7.0,6.25,3.17,7.19,6.71,5.0,17.0
ALUNO-1145,2020,0,3,J,Ágata,6.23,9.17,6.1,6.88,4.67,8.12,5.78,5.0,15.0
ALUNO-1148,2020,0,4,F,Quartzo,3.07,6.67,1.2,2.5,0.0,5.0,4.54,5.0,16.0
ALUNO-1149,2020,0,0,E,Ágata,7.03,9.5,10.0,5.62,9.0,2.5,4.83,5.0,10.0
ALUNO-1150,2020,0,1,H,Topázio,8.67,9.5,8.8,7.5,9.5,7.92,7.61,10.0,9.0
ALUNO-1156,2020,0,3,B,Ametista,8.28,8.33,9.0,7.5,8.67,7.81,6.92,10.0,13.0
ALUNO-1158,2020,0,8,A,Ametista,8.82,9.58,10.0,7.5,8.4,0.0,0.0,10.0,18.0
ALUNO-1159,2020,1,3,F,Topázio,8.55,9.17,9.9,6.88,9.33,8.12,8.94,5.0,15.0
ALUNO-1161,2020,0,3,L,Ágata,6.22,10.0,7.8,4.38,4.67,5.62,6.12,5.0,14.0
ALUNO-1165,2020,0,2,D,Ametista,8.08,8.0,9.9,7.5,9.0,7.5,7.5,5.0,13.0
ALUNO-1166,2020,0,2,E,Quartzo,5.69,9.5,6.3,5.0,4.0,6.25,5.28,5.0,13.0
ALUNO-1167,2020,0,1,F,Ametista,7.63,9.5,8.7,6.25,4.5,8.12,8.0,10.0,9.0
ALUNO-1168,2020,0,1,M,Ametista,8.04,7.92,8.5,7.5,10.0,7.19,7.92,5.0,11.0
ALUNO-1170,2020,0,1,G,Ametista,8.18,8.0,8.3,7.5,9.0,7.19,7.25,10.0,9.0
ALUNO-1171,2020,1,3,C,Topázio,8.93,9.58,9.5,6.25,8.33,8.75,9.5,10.0,12.0
ALUNO-1172,2020,0,1,D,Ágata,6.27,9.5,5.0,7.5,4.5,7.19,7.25,5.0,10.0
ALUNO-1173,2020,0,5,B,Quartzo,4.42,7.92,2.0,3.75,0.0,6.88,5.83,10.0,15.0
ALUNO-1174,2020,1,5,F,Ametista,7.39,7.08,7.0,6.88,5.0,8.28,8.83,10.0,15.0
ALUNO-1175,2020,0,1,K,Quartzo,5.37,8.5,5.1,7.5,0.0,7.92,7.28,5.0,10.0
ALUNO-1176,2020,0,5,B,Ametista,8.23,8.75,8.0,8.75,6.33,9.17,8.5,10.0,15.0
ALUNO-1178,2020,0,2,M,Quartzo,5.69,8.0,3.1,6.88,4.25,7.19,7.58,5.0,13.0
ALUNO-1181,2020,0,0,D,Ametista,7.75,9.0,10.0,5.62,10.0,2.5,7.67,5.0,10.0
ALUNO-1187,2020,0,2,G,Ágata,7.06,9.0,8.1,7.5,4.5,8.12,7.89,5.0,13.0
ALUNO-1188,2020,0,7,A,Quartzo,5.46,7.92,1.0,7.5,4.33,7.03,5.75,10.0,17.0
ALUNO-1189,2020,0,8,A,Topázio,9.22,9.58,10.0,7.5,9.4,0.0,0.0,10.0,19.0
ALUNO-1190,2020,0,2,N,Ametista,8.1,8.5,9.6,6.88,8.0,6.88,6.78,10.0,11.0
ALUNO-1191,2020,0,3,B,Ágata,6.83,7.92,9.5,4.38,3.33,7.66,6.33,10.0,12.0
ALUNO-1193,2020,0,2,L,Ágata,6.91,9.0,6.8,7.5,3.75,7.08,7.22,10.0,11.0
ALUNO-1195,2020,0,2,D,Ametista,8.15,8.5,8.8,7.5,7.0,8.44,7.75,10.0,11.0
ALUNO-1197,2020,0,6,A,Ametista,7.82,8.75,8.8,6.25,5.33,8.44,8.25,10.0,16.0
ALUNO-1198,2020,0,1,K,Ágata,6.79,9.0,5.8,5.0,7.5,7.08,7.61,5.0,11.0
ALUNO-1200,2020,0,6,B,Ametista,7.52,7.92,7.6,6.25,5.83,7.5,8.33,10.0,16.0
ALUNO-1205,2020,1,1,A,Topázio,8.96,7.0,9.5,7.5,10.0,8.12,9.0,10.0,9.0
ALUNO-1215,2020,1,1,D,Topázio,8.7,10.0,9.5,7.5,10.0,7.5,9.0,5.0,10.0
ALUNO-1216,2020,0,8,A,Ágata,7.22,9.58,0.0,7.5,9.4,0.0,0.0,10.0,18.0
ALUNO-1217,2020,1,3,A,Ametista,8.44,8.33,8.8,4.38,8.0,9.38,9.38,10.0,13.0
ALUNO-1218,2020,1,7,B,Topázio,8.84,9.17,9.5,7.5,7.5,8.91,9.42,10.0,17.0
ALUNO-1219,2020,1,4,B,Ametista,7.97,8.33,9.7,7.5,3.83,8.96,8.94,10.0,13.0
ALUNO-1222,2020,0,7,B,Ametista,7.53,9.17,6.6,6.88,7.0,7.34,7.37,10.0,17.0
ALUNO-1223,2020,1,1,R,Ametista,8.35,8.5,8.6,7.5,9.5,8.75,8.78,5.0,11.0
ALUNO-1225,2020,0,2,P,Quartzo,5.98,6.92,8.0,7.5,0.0,8.54,7.94,5.0,14.0
ALUNO-1226,2020,0,1,R,Ametista,8.13,9.5,8.1,5.62,9.5,8.75,8.61,5.0,11.0
ALUNO-1228,2020,0,2,N,Ametista,7.6,6.92,8.5,7.5,6.5,7.92,6.83,10.0,11.0
ALUNO-1229,2020,0,1,J,Ametista,7.92,9.5,9.2,5.62,8.0,5.21,7.22,10.0,9.0
ALUNO-1230,2020,0,3,L,Ametista,7.57,6.25,9.7,7.5,4.67,8.44,7.38,10.0,12.0
ALUNO-1231,2020,0,2,E,Quartzo,6.0,0.0,7.0,4.38,7.0,6.67,8.0,5.0,12.0
ALUNO-1232,2020,0,2,H,Quartzo,6.01,9.5,8.2,7.5,0.0,7.19,7.25,5.0,12.0
ALUNO-1237,2020,0,2,G,Ágata,6.99,7.92,8.3,7.5,5.5,7.5,7.17,5.0,13.0
ALUNO-1238,2020,0,1,F,Topázio,8.54,7.42,8.8,7.5,10.0,6.88,8.0,10.0,8.0
ALUNO-1241,2020,0,2,G,Quartzo,4.18,0.0,2.1,7.5,0.0,6.88,6.61,10.0,11.0
ALUNO-1244,2020,0,1,B,Topázio,8.74,9.5,8.9,7.5,9.5,8.12,7.75,10.0,9.0
ALUNO-1248,2020,0,3,G,Ametista,8.44,9.17,9.2,6.88,7.67,8.54,8.06,10.0,13.0
ALUNO-1249,2020,1,5,F,Ametista,8.01,9.17,7.9,6.25,6.0,8.59,9.13,10.0,14.0
ALUNO-1250,2020,0,3,R,Ágata,6.48,6.67,5.0,7.5,3.33,8.12,7.94,10.0,13.0
ALUNO-1251,2020,0,3,M,Ametista,7.61,9.17,6.7,10.0,7.67,7.66,7.79,5.0,14.0
ALUNO-1252,2020,0,6,B,Quartzo,5.8,0.0,6.5,7.5,3.17,7.19,7.0,10.0,16.0
ALUNO-1253,2020,0,0,G,Ametista,7.43,8.5,10.0,5.62,10.0,2.5,6.33,5.0,10.0
ALUNO-1254,2020,0,2,D,Ágata,6.52,8.5,3.5,6.88,8.0,7.81,7.0,5.0,12.0
ALUNO-1256,2020,0,4,A,Quartzo,5.4,7.92,4.6,7.5,0.0,7.92,8.22,5.0,15.0
ALUNO-1257,2020,0,3,M,Ametista,7.64,10.0,6.8,7.5,8.0,7.97,8.17,5.0,14.0
ALUNO-1260,2020,0,1,C,Ametista,7.98,9.5,8.9,7.5,9.0,7.29,7.33,5.0,10.0
ALUNO-1261,2020,0,5,G,Quartzo,5.44,7.92,7.5,3.12,0.67,6.41,5.29,10.0,15.0
ALUNO-1262,2020,0,4,A,Ágata,6.84,8.33,9.0,7.5,2.67,8.12,8.06,5.0,15.0
ALUNO-1264,2020,0,1,H,Ametista,8.11,10.0,8.4,7.5,9.5,7.92,7.44,5.0,10.0
ALUNO-1265,2020,0,4,B,Ametista,8.12,8.75,9.9,7.5,7.67,8.75,8.06,5.0,16.0
ALUNO-1266,2020,0,2,R,Ametista,7.46,8.5,8.7,5.0,7.5,7.29,8.22,5.0,12.0
ALUNO-1270,2020,0,2,E,Ametista,7.45,8.5,6.5,7.5,6.0,7.71,7.89,10.0,10.0
ALUNO-1274,2020,1,4,A,Ametista,7.94,9.17,8.4,7.5,7.33,8.96,8.67,5.0,15.0
ALUNO-1275,2020,0,1,G,Topázio,8.72,10.0,8.5,7.5,10.0,7.19,7.75,10.0,9.0
ALUNO-1277,2020,1,3,E,Ametista,7.64,7.08,5.9,5.0,7.67,8.96,9.11,10.0,13.0
ALUNO-1278,2020,0,0,H,Ametista,7.32,9.0,10.0,7.5,10.0,2.5,4.58,5.0,9.0
ALUNO-1281,2020,1,7,A,Ametista,8.38,7.92,9.1,7.5,6.83,8.28,9.13,10.0,16.0
ALUNO-1282,2020,0,0,A,Ágata,6.3,7.92,8.8,2.5,8.5,2.5,2.75,10.0,7.0
ALUNO-1284,2020,0,5,A,Ágata,6.79,8.75,8.6,7.5,4.33,7.71,6.56,5.0,16.0
ALUNO-1285,2020,0,0,H,Topázio,8.61,9.0,9.9,7.5,9.0,7.81,7.0,10.0,8.0
ALUNO-1287,2020,0,0,A,Ágata,7.17,8.5,10.0,7.5,8.5,2.5,5.58,5.0,10.0
ALUNO-1288,2020,0,6,B,Ágata,6.73,0.0,7.8,7.5,6.0,7.19,7.5,10.0,16.0
ALUNO-1289,2020,0,2,L,Ágata,6.12,8.5,7.1,7.5,3.0,6.67,6.67,5.0,12.0
ALUNO-1290,2020,0,8,A,Ágata,7.18,8.33,0.0,8.75,9.0,0.0,0.0,10.0,18.0
ALUNO-1291,2020,0,1,K,Ametista,8.05,6.92,6.9,7.5,10.0,7.29,7.5,10.0,9.0
ALUNO-1292,2020,0,2,P,Topázio,8.95,10.0,9.4,7.5,9.0,8.75,8.22,10.0,11.0
ALUNO-1293,2020,0,2,C,Quartzo,3.85,0.0,1.1,7.5,0.0,7.71,8.06,5.0,12.0
ALUNO-1294,2020,0,6,B,Quartzo,4.49,7.92,2.8,5.0,0.0,6.25,5.08,10.0,16.0
ALUNO-1296,2020,0,1,A,Ágata,6.85,8.5,8.7,5.62,5.75,5.94,7.25,5.0,10.0
ALUNO-1297,2020,0,7,B,Ágata,7.08,7.92,8.3,6.88,5.67,7.5,7.79,5.0,18.0
ALUNO-1298,2020,0,0,F,Topázio,8.55,9.5,9.9,7.5,9.0,7.5,6.58,10.0,8.0
ALUNO-1299,2020,0,6,A,Ametista,7.82,7.92,8.5,7.5,5.17,8.28,8.58,10.0,14.0
ALUNO-1302,2020,0,1,R,Quartzo,4.33,8.0,0.9,7.5,0.0,7.08,6.94,5.0,11.0
ALUNO-1303,2020,0,2,H,Ágata,6.22,9.0,7.9,4.38,3.0,5.0,8.5,5.0,13.0
ALUNO-1309,2020,0,7,A,Ametista,7.89,7.5,8.0,7.5,6.83,8.12,8.04,10.0,17.0
ALUNO-1313,2020,0,3,H,Quartzo,5.19,8.33,5.2,5.0,2.17,7.5,5.67,5.0,14.0
ALUNO-1315,2020,0,2,B,Quartzo,5.66,8.0,6.9,5.0,4.5,3.75,6.0,5.0,12.0
ALUNO-1316,2020,0,0,B,Topázio,8.5,9.5,10.0,7.5,10.0,7.5,7.75,5.0,10.0
